-1.739388	-1.652247
-1.274755	-1.887088
-4.308226	-3.658859
-2.869573	-2.537404
-4.261544	-4.719887
-2.892314	-3.595556
-2.008666	-2.602313
-2.696944	-3.200883
-3.589174	-3.296371
-4.847776	-5.295564
-8.308097	-7.009759
-4.498226	-5.300643
-4.365778	-3.595874
-0.438210	-0.721739
-0.884937	-0.865049
-1.140966	-1.167071
-0.940731	-0.975678
-1.996163	-1.534807
-1.069781	-1.240998
-1.465228	-0.957066
-1.982411	-1.232077
-1.585814	-1.170065
-1.476308	-1.415453
-1.202041	-1.889333
-1.249072	-1.575442
-0.787022	-1.122063
-0.783611	-1.057374
-1.005255	-1.267473
-1.958743	-1.836264
-1.419798	-1.532436
-2.633494	-2.591406
-1.550967	-1.912773
-1.618820	-1.358634
-2.156859	-1.890059
-2.111920	-1.773718
-2.326932	-2.353810
-2.788620	-3.383856
-2.093619	-2.656477
-1.843235	-1.885696
-1.012997	-1.225088
-0.747463	-1.386198
-3.041712	-2.480003
-2.286288	-1.785248
-3.698507	-3.355835
-2.197330	-2.489604
-2.152864	-1.747813
-3.006734	-2.335316
-3.095050	-2.311661
-3.195405	-3.415404
-5.077765	-4.488680
-3.407935	-3.627949
-3.077957	-2.376867
-3.408421	-3.491701
-3.726264	-4.354578
-10.115161	-8.695575
-5.224800	-5.639825
-11.542019	-11.423913
-7.438613	-8.569944
-5.538791	-6.012906
-7.402865	-7.814632
-8.333452	-7.923973
-12.119253	-12.337674
-16.550443	-16.079161
-12.853072	-12.634996
-7.957369	-8.326228
-1.662492	-1.763572
-2.291403	-2.010706
-4.209343	-3.904770
-3.528038	-2.721197
-5.513285	-5.039837
-3.806141	-3.840009
-2.476668	-2.778586
-3.897180	-3.408839
-4.501231	-3.513754
-4.672780	-5.672063
-6.877971	-7.548519
-4.850494	-5.668219
-4.302812	-3.853638
-0.680923	-0.950381
-0.818575	-1.052327
-2.060180	-1.880598
-1.130234	-1.360920
-2.382201	-2.399795
-1.224446	-1.849595
-1.496531	-1.373989
-1.803940	-1.670981
-2.332127	-1.710994
-2.176502	-2.643539
-3.268395	-3.443010
-2.370552	-2.664699
-1.907091	-1.846513
