-1.739388	-1.683411
-1.274755	-1.944782
-4.308226	-3.539625
-2.869573	-2.727399
-4.261544	-4.795111
-2.892314	-3.591849
-2.008666	-2.520609
-2.696944	-3.213295
-3.589174	-3.229775
-4.847776	-5.163111
-8.308097	-7.480467
-4.498226	-5.299193
-4.365778	-3.685955
-0.438210	-0.547434
-0.884937	-0.687432
-1.140966	-1.026156
-0.940731	-0.851856
-1.996163	-1.535178
-1.069781	-1.096801
-1.465228	-0.717053
-1.982411	-1.097822
-1.585814	-1.012333
-1.476308	-1.304472
-1.202041	-1.964918
-1.249072	-1.544426
-0.787022	-1.050329
-0.783611	-1.033816
-1.005255	-1.346455
-1.958743	-1.978900
-1.419798	-1.652371
-2.633494	-3.076320
-1.550967	-2.146926
-1.618820	-1.345551
-2.156859	-2.198216
-2.111920	-1.984622
-2.326932	-2.458229
-2.788620	-3.793433
-2.093619	-3.034262
-1.843235	-2.019847
-1.012997	-1.184170
-0.747463	-1.435714
-3.041712	-2.390494
-2.286288	-1.902223
-3.698507	-3.414847
-2.197330	-2.488773
-2.152864	-1.676156
-3.006734	-2.353766
-3.095050	-2.263495
-3.195405	-3.287601
-5.077765	-4.864274
-3.407935	-3.606559
-3.077957	-2.470326
-3.408421	-3.806445
-3.726264	-4.494386
-10.115161	-8.032766
-5.224800	-6.228436
-11.542019	-11.128217
-7.438613	-8.224799
-5.538791	-5.653410
-7.402865	-7.489055
-8.333452	-7.411808
-12.119253	-11.549657
-16.550443	-16.906240
-12.853072	-12.121497
-7.957369	-8.348587
-1.662492	-1.818844
-2.291403	-2.102250
-4.209343	-3.831546
-3.528038	-2.950845
-5.513285	-5.192876
-3.806141	-3.888173
-2.476668	-2.726622
-3.897180	-3.477704
-4.501231	-3.495575
-4.672780	-5.591900
-6.877971	-8.104622
-4.850494	-5.739455
-4.302812	-3.990212
-0.680923	-0.837344
-0.818575	-0.967980
-2.060180	-1.708871
-1.130234	-1.331352
-2.382201	-2.318548
-1.224446	-1.739628
-1.496531	-1.225375
-1.803940	-1.572649
-2.332127	-1.570599
-2.176502	-2.455816
-3.268395	-3.550707
-2.370552	-2.542053
-1.907091	-1.776096
